workoutid,userid,date,sessiontag,total_sets,total_reps,volume_kg,sRPE
41644,237,2025-06-17,Pull,13,135,8341.0,8.12
41645,237,2025-06-18,Legs,16,115,8821.75,8.67
41646,237,2025-06-21,Push,7,55,4724.75,8.71
41647,237,2025-06-22,Pull,7,72,3527.0,8.29
41648,237,2025-06-24,Legs,11,65,5430.0,8.9
41649,237,2025-06-27,Push,10,100,7579.5,8.11
41650,237,2025-06-28,Pull,7,82,5217.75,8.07
41651,237,2025-06-29,Legs,10,93,6501.25,8.17
41652,237,2025-07-01,Push,16,143,10762.75,8.41
41653,237,2025-07-03,Pull,5,40,2925.0,8.4
41654,237,2025-07-04,Legs,11,73,5169.0,8.59
41655,237,2025-07-06,Push,7,68,5496.25,8.57
41657,237,2025-07-10,Legs,7,65,4740.0,8.29
41658,237,2025-07-12,Push,10,94,7985.75,8.25
41659,237,2025-07-13,Pull,6,60,3700.25,7.75
41660,237,2025-07-16,Legs,10,85,6311.75,8.25
41661,237,2025-07-17,Push,6,57,4657.5,8.5
41662,237,2025-07-19,Pull,6,59,4016.5,8.2
41663,237,2025-07-20,Legs,9,51,3616.25,8.89
41664,237,2025-07-23,Push,6,46,4221.25,8.75
41665,237,2025-07-24,Pull,10,91,5946.0,8.3
41666,237,2025-07-25,Legs,19,152,11847.25,8.79
41667,237,2025-07-27,Push,11,88,7734.0,8.41
41668,237,2025-07-29,Pull,11,106,6783.25,8.32
41669,237,2025-07-31,Legs,14,99,7617.25,8.57
41670,237,2025-08-02,Push,15,137,11804.25,8.5
41671,237,2025-08-04,Pull,5,49,3475.25,8.9
41672,237,2025-08-05,Legs,11,98,6711.0,8.5
41673,237,2025-08-07,Push,9,83,6684.0,8.06
41674,237,2025-08-09,Pull,4,38,2039.5,8.75
41675,237,2025-08-10,Legs,11,94,6815.0,8.15
41676,237,2025-08-11,Push,8,70,5450.0,8.43
41677,237,2025-08-12,Pull,4,34,2430.75,8.38
41678,237,2025-08-14,Legs,11,74,5526.75,8.41
41679,237,2025-08-16,Push,9,82,6958.25,8.44
41680,237,2025-08-18,Pull,7,83,4720.25,8.14
41681,237,2025-08-19,Legs,10,86,7102.25,8.5
41682,237,2025-08-21,Push,9,93,7760.75,8.28
41683,237,2025-08-24,Pull,4,40,2566.25,8.5
41684,237,2025-08-26,Legs,12,91,7234.5,8.42
41685,237,2025-08-28,Push,8,81,6798.5,8.31
41686,237,2025-08-30,Pull,9,84,5991.0,8.28
41687,237,2025-08-31,Legs,10,63,5140.0,8.6
41688,237,2025-09-02,Push,8,74,6591.0,8.31
41689,237,2025-09-03,Pull,5,45,2644.75,8.4
41690,237,2025-09-06,Legs,9,74,5908.75,8.33
41691,237,2025-09-08,Push,6,54,4616.5,8.5
41692,237,2025-09-09,Pull,6,55,3583.75,8.5
41693,237,2025-09-11,Legs,15,88,6448.5,8.6
41694,237,2025-09-12,Push,8,53,4422.25,9.0
41695,237,2025-09-14,Pull,6,76,4472.5,8.5
41696,237,2025-09-15,Legs,12,81,5911.25,8.88
41697,237,2025-09-16,Push,9,99,7913.25,8.28
41698,237,2025-09-17,Pull,7,75,4662.5,8.21
41699,237,2025-09-20,Legs,10,64,5083.5,8.75
41700,237,2025-09-21,Push,7,59,5138.75,8.36
41701,237,2025-09-22,Pull,6,62,4114.75,8.33
41702,237,2025-09-23,Legs,13,97,8178.75,8.5
41703,237,2025-09-25,Push,9,70,6502.5,8.39
41704,237,2025-09-27,Pull,4,38,2818.0,8.5
41705,237,2025-09-28,Legs,8,71,5740.75,8.36
41706,237,2025-09-29,Push,10,105,8438.75,8.15
41707,237,2025-09-30,Pull,6,51,3790.25,8.58
41708,237,2025-10-02,Legs,9,61,4689.75,8.61
41710,237,2025-10-06,Pull,5,54,3845.75,8.2
41711,237,2025-10-07,Legs,10,74,5504.5,8.5
41712,237,2025-10-09,Push,13,139,11551.5,8.12
41713,237,2025-10-10,Pull,10,97,6679.5,8.4
41715,237,2025-10-13,Push,14,157,13560.0,8.19
41716,237,2025-10-14,Pull,5,56,3483.75,8.5
41717,237,2025-10-17,Legs,9,71,5377.25,8.28
41718,237,2025-10-18,Push,11,85,7830.75,8.5
41719,237,2025-10-19,Pull,7,75,4549.0,8.29
41720,237,2025-10-20,Legs,8,39,2528.75,9.06
41721,237,2025-10-21,Push,7,52,5000.0,8.21
41722,237,2025-10-23,Pull,6,65,4237.0,8.08
41723,237,2025-10-25,Legs,9,92,6697.5,8.25
41724,237,2025-10-27,Push,9,70,6346.5,8.67
41726,237,2025-10-31,Legs,8,66,4967.0,8.36
41727,237,2025-11-01,Push,11,82,7757.25,8.72
41728,237,2025-11-02,Pull,6,60,4089.0,8.17
41729,237,2025-11-04,Legs,8,61,4782.25,8.81
41730,237,2025-11-06,Push,16,153,13568.0,8.34
41731,237,2025-11-09,Pull,11,118,6940.25,8.1
41732,237,2025-11-10,Legs,18,121,9968.0,8.56
41733,237,2025-11-11,Push,16,162,13627.5,8.25
41734,237,2025-11-13,Pull,9,76,5531.0,8.67
41735,237,2025-11-15,Legs,9,70,5574.25,8.61
41736,237,2025-11-17,Push,9,97,7007.5,8.17
41737,237,2025-11-18,Pull,7,79,4967.0,8.0
41738,237,2025-11-20,Legs,10,96,7224.25,8.35
41739,237,2025-11-22,Push,8,60,4744.75,8.57
41740,237,2025-11-23,Pull,10,107,6971.25,8.35
41741,237,2025-11-24,Legs,10,75,5726.75,8.44
41742,237,2025-11-27,Push,7,73,5725.25,8.29
41743,237,2025-11-30,Pull,4,42,3073.5,8.5
41744,237,2025-12-01,Legs,10,70,5594.0,8.65
41745,237,2025-12-04,Push,10,96,8847.0,8.5
41746,237,2025-12-06,Pull,6,76,4620.25,8.33
41748,237,2025-12-08,Push,6,63,5436.5,8.25
41749,237,2025-12-09,Pull,5,34,2147.75,8.4
41750,237,2025-12-11,Legs,9,72,5982.0,8.33
41751,237,2025-12-14,Push,8,69,6045.75,8.31
41752,237,2025-12-15,Pull,4,36,2392.75,9.0
41753,237,2025-12-16,Legs,10,73,5930.75,8.5
41754,237,2025-12-18,Push,14,123,11321.25,8.25
41755,237,2025-12-20,Pull,5,49,3463.0,8.1
41756,237,2025-12-21,Legs,9,69,5705.25,8.89
41757,237,2025-12-22,Push,7,74,5857.0,8.07
41758,237,2025-12-24,Pull,5,56,3441.25,8.1
41759,237,2025-12-27,Legs,10,87,6661.75,8.15
41760,237,2025-12-28,Push,7,66,5495.0,8.14
41761,237,2025-12-29,Pull,5,62,4022.25,8.2
41762,237,2026-01-01,Legs,10,50,4126.0,8.9
41763,237,2026-01-03,Push,9,86,7395.5,8.28
41764,237,2026-01-04,Pull,10,104,5850.5,7.95
41765,237,2026-01-05,Legs,20,157,12569.5,8.52
41766,237,2026-01-08,Push,7,73,5827.25,8.17
41767,237,2026-01-11,Pull,5,43,3454.25,8.4
41768,237,2026-01-12,Legs,7,46,3931.25,8.57
41769,237,2026-01-16,Push,8,78,7180.0,8.44
41770,237,2026-01-18,Pull,9,95,6866.25,8.11
41771,237,2026-01-19,Legs,14,85,7135.0,8.46
41772,237,2026-01-20,Push,16,142,12995.5,8.33
41774,237,2026-01-24,Legs,11,85,6389.5,8.64
41775,237,2026-01-25,Push,7,58,5167.75,8.14
41776,237,2026-01-27,Pull,6,44,3224.0,8.67
41778,237,2026-01-31,Push,12,102,8989.5,8.77
41779,237,2026-02-01,Pull,11,116,8006.5,8.14
41780,237,2026-02-03,Legs,10,73,5425.0,8.45
41781,237,2026-02-04,Push,5,64,5301.25,7.9
41782,237,2026-02-06,Pull,6,74,4525.5,7.92
41783,237,2026-02-07,Legs,12,89,8034.5,8.29
41784,237,2026-02-08,Push,11,114,10222.75,8.36
41785,237,2026-02-11,Pull,6,60,4693.75,8.6
41786,237,2026-02-13,Legs,9,85,6969.0,8.5
41787,237,2026-02-14,Push,6,61,5426.5,8.42
41788,237,2026-02-15,Pull,6,59,3938.75,8.5
41789,237,2026-02-16,Legs,11,88,6904.75,8.59
41790,237,2026-02-17,Push,18,173,13903.25,8.22
41791,237,2026-02-19,Pull,7,76,4803.0,8.36
41792,237,2026-02-21,Legs,11,86,6153.25,8.32
41793,237,2026-02-22,Push,8,83,7675.0,8.44
41794,237,2026-02-23,Pull,5,55,3879.0,8.1
41795,237,2026-02-24,Legs,8,81,6313.5,8.0
41796,237,2026-02-27,Push,9,92,8030.5,8.17
41797,237,2026-02-28,Pull,8,91,6454.75,8.19
41799,237,2026-03-04,Push,8,79,6899.5,8.19
41800,237,2026-03-05,Pull,6,57,4347.0,8.83
41802,237,2026-03-08,Push,6,56,5618.5,8.42
41803,237,2026-03-09,Pull,6,61,4529.75,8.17
41804,237,2026-03-10,Legs,6,47,3538.0,8.0
41805,237,2026-03-12,Push,8,63,6071.75,8.69
41806,237,2026-03-14,Pull,5,36,2784.25,8.8
41807,237,2026-03-15,Legs,10,57,5163.0,8.44
41808,237,2026-03-17,Push,10,94,8321.25,8.35
41809,237,2026-03-20,Pull,11,141,9085.0,7.86
41810,237,2026-03-21,Legs,17,87,7013.75,8.85
41811,237,2026-03-22,Push,15,137,11698.0,8.32
41812,237,2026-03-23,Pull,5,50,3408.75,8.5
41813,237,2026-03-26,Legs,11,101,7423.0,8.25
41814,237,2026-03-28,Push,6,54,4927.0,8.92
41815,237,2026-03-31,Pull,7,81,5461.5,8.07
41816,237,2026-04-01,Legs,9,74,5856.0,8.39
41818,237,2026-04-05,Pull,8,69,4504.0,8.44
41819,237,2026-04-08,Legs,14,102,8236.0,8.39
41820,237,2026-04-11,Push,14,128,11514.0,8.46
41821,237,2026-04-13,Pull,8,81,5671.25,8.29
41822,237,2026-04-15,Legs,7,52,4166.0,8.93
41823,237,2026-04-16,Push,10,97,9298.75,8.5
41824,237,2026-04-19,Pull,7,98,6499.5,7.71
41825,237,2026-04-20,Legs,10,62,5204.75,8.1
41826,237,2026-04-21,Push,7,56,5227.25,8.71
41827,237,2026-04-23,Pull,4,41,2990.0,8.5
41828,237,2026-04-26,Legs,12,82,7623.0,8.54
41829,237,2026-04-27,Push,7,56,5321.0,8.43
41830,237,2026-04-28,Pull,10,89,6172.25,8.35
41831,237,2026-04-29,Legs,16,119,9728.0,8.69
41832,237,2026-05-02,Push,9,91,8326.25,8.44
41833,237,2026-05-03,Pull,6,62,4112.5,8.42
41835,237,2026-05-05,Push,10,97,8846.5,8.5
41836,237,2026-05-07,Pull,6,59,4088.5,8.33
41837,237,2026-05-08,Legs,10,62,5110.5,8.65
41838,237,2026-05-10,Push,8,81,6518.25,8.31
41839,237,2026-05-11,Pull,6,63,4427.75,8.25
41840,237,2026-05-12,Legs,12,106,8747.75,8.29
41841,237,2026-05-13,Push,9,78,7961.25,8.78
41842,237,2026-05-15,Pull,5,54,3620.0,7.9
41843,237,2026-05-17,Legs,19,162,13247.0,8.19
41844,237,2026-05-18,Push,15,157,13799.25,8.3
41845,237,2026-05-19,Pull,7,78,5698.25,8.29
41846,237,2026-05-21,Legs,18,153,12432.75,8.56
41848,237,2026-05-25,Pull,10,94,6039.75,8.55
41849,237,2026-05-26,Legs,16,131,9873.5,8.47
41850,237,2026-05-28,Push,13,114,10171.75,8.46
41852,237,2026-05-31,Legs,18,134,10913.0,8.36
41853,237,2026-06-01,Push,5,57,5076.5,7.9
41854,237,2026-06-02,Pull,5,59,3696.0,8.2
41856,237,2026-06-07,Push,11,109,10317.5,8.18
41857,237,2026-06-08,Pull,6,73,4355.75,7.5
41858,237,2026-06-09,Legs,11,103,7791.0,8.5
41859,237,2026-06-11,Push,15,140,13226.25,8.27
41860,237,2026-06-13,Pull,10,106,7240.5,8.2
41861,237,2026-06-14,Legs,14,109,9158.75,8.5
41862,237,2026-06-16,Push,15,133,12294.5,8.73
41863,237,2026-06-17,Pull,9,87,5784.0,8.31
41864,237,2026-06-18,Legs,18,145,11435.5,8.64
41865,237,2026-06-21,Push,16,150,12354.75,8.5
41866,237,2026-06-23,Pull,9,80,5299.5,8.17
41867,237,2026-06-24,Legs,17,123,10135.75,8.79
41868,237,2026-06-27,Push,14,138,12081.5,8.14
41869,237,2026-06-28,Pull,10,108,7310.5,8.4
41870,237,2026-06-30,Legs,18,135,9564.5,8.69
41871,237,2026-07-02,Push,9,72,6468.75,8.28
41872,237,2026-07-05,Pull,5,62,3443.0,8.1
41873,237,2026-07-06,Legs,10,93,7462.25,8.25
41874,237,2026-07-07,Push,8,75,6237.0,8.06
41875,237,2026-07-10,Pull,13,139,9748.0,8.31
41876,237,2026-07-11,Legs,14,114,9385.0,8.42
41877,237,2026-07-12,Push,15,131,11770.5,8.43
41878,237,2026-07-13,Pull,6,64,4651.75,8.58
41879,237,2026-07-14,Legs,11,86,6967.75,8.64
41880,237,2026-07-16,Push,6,61,5724.75,8.0
41881,237,2026-07-18,Pull,6,58,4230.75,8.0
41883,237,2026-07-21,Push,7,63,6165.5,8.43
41884,238,2025-09-29,Push,17,140,7012.5,8.31
41885,238,2025-10-02,Pull,8,73,3456.0,7.94
41886,238,2025-10-05,Legs,14,117,7588.5,8.32
41887,238,2025-10-06,Push,14,115,5467.0,8.38
41888,238,2025-10-09,Pull,6,44,2169.5,8.92
41889,238,2025-10-12,Legs,7,65,4078.0,8.29
41890,238,2025-10-13,Push,12,131,5732.0,8.12
41891,238,2025-10-16,Pull,6,61,2934.25,8.4
41892,238,2025-10-19,Legs,7,62,4476.5,8.79
41893,238,2025-10-21,Push,15,140,6384.5,8.43
41894,238,2025-10-22,Pull,10,90,4175.75,8.3
41895,238,2025-10-25,Legs,13,90,5905.0,8.92
41896,238,2025-10-28,Push,5,43,1925.25,8.3
41897,238,2025-10-30,Pull,5,37,1740.0,8.7
41898,238,2025-11-02,Legs,7,59,3328.25,8.64
41899,238,2025-11-03,Push,11,120,5984.0,8.35
41900,238,2025-11-06,Pull,5,51,1775.0,8.3
41902,238,2025-11-12,Push,11,96,4402.5,8.09
41903,238,2025-11-16,Pull,10,94,4524.75,8.85
41904,238,2025-11-18,Legs,14,101,6109.0,8.81
41905,238,2025-11-20,Push,16,127,6316.5,8.59
41906,238,2025-11-23,Pull,7,67,3082.75,8.58
41907,238,2025-11-24,Legs,6,52,3251.75,8.58
41908,238,2025-11-27,Push,9,96,4699.75,8.33
41909,238,2025-11-30,Pull,8,88,3784.0,8.44
41910,238,2025-12-05,Legs,5,35,2521.5,8.8
41911,238,2025-12-07,Push,8,71,3543.25,8.25
41912,238,2025-12-08,Pull,5,61,2674.75,8.0
41913,238,2025-12-11,Legs,12,56,3614.25,9.17
41914,238,2025-12-14,Push,7,66,3047.75,8.21
41915,238,2025-12-16,Pull,4,41,1990.75,8.38
41916,238,2025-12-19,Legs,7,43,2798.0,9.29
41917,238,2025-12-21,Push,14,134,6108.25,8.36
41918,238,2025-12-23,Pull,9,95,4141.0,8.5
41919,238,2025-12-25,Legs,6,44,2916.25,8.83
41920,238,2025-12-28,Push,9,93,4265.25,8.5
41921,238,2026-01-02,Pull,5,46,2363.75,8.9
41922,238,2026-01-04,Legs,10,66,4327.5,8.0
41923,238,2026-01-05,Push,8,95,4356.5,8.12
41924,238,2026-01-08,Pull,6,67,2927.5,8.0
41925,238,2026-01-10,Legs,9,60,4514.75,8.72
41926,238,2026-01-12,Push,9,79,3728.5,8.67
41927,238,2026-01-14,Pull,7,83,3779.5,7.64
41928,238,2026-01-18,Legs,6,58,3718.0,8.33
41929,238,2026-01-19,Push,13,117,5885.0,8.58
41930,238,2026-01-23,Pull,6,52,2500.75,8.83
41931,238,2026-01-25,Legs,9,79,5350.25,8.39
41932,238,2026-01-29,Push,13,110,4550.25,8.65
41933,238,2026-02-01,Pull,10,110,5298.0,8.05
41934,238,2026-02-02,Legs,7,51,3325.0,8.71
41935,238,2026-02-05,Push,5,48,1612.25,8.0
41936,238,2026-02-08,Pull,6,74,3281.75,8.0
41937,238,2026-02-09,Legs,8,74,4747.5,8.19
41938,238,2026-02-12,Push,10,96,4637.0,8.4
41939,238,2026-02-15,Pull,6,49,2417.5,8.67
41940,238,2026-02-16,Legs,8,55,4166.75,9.19
41941,238,2026-02-19,Push,10,104,5372.25,8.3
41942,238,2026-02-21,Pull,9,77,3775.0,7.94
41944,238,2026-02-26,Push,7,61,3302.5,8.36
41945,238,2026-03-01,Pull,7,57,2931.5,8.5
41946,238,2026-03-02,Legs,5,19,1308.5,9.3
41947,238,2026-03-05,Push,7,68,3634.5,8.14
41948,238,2026-03-08,Pull,5,65,3029.0,8.1
41950,238,2026-03-12,Push,14,128,5862.0,8.64
41951,238,2026-03-15,Pull,7,64,3202.25,8.07
41952,238,2026-03-16,Legs,9,76,4940.75,8.39
41953,238,2026-03-19,Push,7,55,2510.5,8.93
41954,238,2026-03-21,Pull,5,59,2833.5,7.6
41955,238,2026-03-23,Legs,8,50,3673.75,8.81
41956,238,2026-03-26,Push,10,94,4685.75,8.15
41958,238,2026-03-31,Legs,8,49,3135.75,8.86
41959,238,2026-04-02,Push,8,89,4285.75,8.62
41960,238,2026-04-05,Pull,5,53,2756.5,8.5
41961,238,2026-04-06,Legs,8,65,4130.5,8.69
41962,238,2026-04-09,Push,14,149,6532.25,8.39
41963,238,2026-04-12,Pull,9,100,5019.75,8.31
41964,238,2026-04-13,Legs,6,47,2993.75,8.75
41965,238,2026-04-16,Push,7,53,2509.25,8.5
41966,238,2026-04-19,Pull,7,83,3977.5,8.21
41967,238,2026-04-20,Legs,14,109,6965.0,8.71
41968,238,2026-04-22,Push,13,114,5155.25,8.46
41969,238,2026-04-26,Pull,11,103,5025.25,8.55
41970,238,2026-04-27,Legs,17,159,10239.75,8.32
41971,238,2026-04-30,Push,7,66,3142.0,8.21
41972,238,2026-05-03,Pull,4,48,2278.75,8.75
41973,238,2026-05-05,Legs,8,70,4210.5,8.36
41974,238,2026-05-07,Push,7,67,3317.5,8.36
41975,238,2026-05-10,Pull,6,54,2808.0,8.92
41976,238,2026-05-11,Legs,8,46,3449.75,8.94
41977,238,2026-05-13,Push,9,83,4316.75,8.28
41978,238,2026-05-17,Pull,5,42,2174.0,8.6
41979,238,2026-05-18,Legs,5,42,3043.75,8.5
41980,238,2026-05-22,Push,11,98,4890.0,8.68
41981,238,2026-05-25,Pull,5,36,1819.75,9.3
41984,238,2026-06-01,Pull,6,57,2995.75,7.92
41985,238,2026-06-04,Legs,12,93,6397.5,8.54
41986,238,2026-06-06,Push,7,65,3159.25,8.5
41987,238,2026-06-08,Pull,4,45,2181.0,8.25
41988,238,2026-06-11,Legs,7,37,2894.25,8.5
41989,238,2026-06-14,Push,7,68,3500.25,8.21
41990,238,2026-06-15,Pull,9,88,3762.0,8.39
41991,238,2026-06-19,Legs,10,86,5323.0,8.5
41992,238,2026-06-21,Push,7,53,2745.25,8.71
41993,238,2026-06-22,Pull,6,54,2657.5,8.25
41994,238,2026-06-25,Legs,7,50,3535.5,8.64
41995,238,2026-06-28,Push,9,95,4401.5,8.36
41996,238,2026-06-29,Pull,6,55,2753.0,8.5
41997,238,2026-07-02,Legs,8,50,4317.0,8.94
41998,238,2026-07-05,Push,8,89,4025.0,8.19
41999,238,2026-07-06,Pull,4,30,1618.5,8.75
42000,238,2026-07-10,Legs,10,84,5249.75,8.75
42001,238,2026-07-12,Push,9,91,3863.0,8.11
42002,238,2026-07-13,Pull,5,45,1952.5,8.6
42003,238,2026-07-16,Legs,7,65,4517.5,8.57
42004,238,2026-07-19,Push,8,75,3718.25,8.38
42005,238,2026-07-20,Pull,4,46,2279.0,8.38
42006,238,2026-07-23,Legs,9,62,4265.5,8.5
42007,238,2026-07-25,Push,8,84,4317.75,8.38
42008,238,2026-07-27,Pull,7,69,3306.5,8.29
42009,238,2026-07-30,Legs,7,62,3549.75,8.21
42010,238,2026-08-02,Push,9,85,3616.0,8.61
42012,238,2026-08-06,Legs,10,73,4482.5,8.65
42013,238,2026-08-09,Push,7,64,3321.75,8.57
42014,238,2026-08-10,Pull,8,76,3788.5,8.38
42015,238,2026-08-12,Legs,9,59,4378.0,8.56
42016,238,2026-08-16,Push,11,122,6185.75,8.5
42017,238,2026-08-17,Pull,6,65,2949.5,8.33
42018,238,2026-08-19,Legs,7,58,3817.0,8.08
42019,238,2026-08-23,Push,9,95,4464.5,8.22
42020,238,2026-08-24,Pull,7,68,3613.0,8.57
42021,238,2026-08-27,Legs,12,121,8431.25,8.33
42022,238,2026-08-30,Push,14,137,5548.25,8.43
42023,238,2026-08-31,Pull,14,119,5635.0,8.27
42024,238,2026-09-03,Legs,13,97,6129.75,8.88
42026,238,2026-09-07,Pull,11,84,4297.75,8.77
42027,238,2026-09-10,Legs,14,109,7234.25,8.73
42028,238,2026-09-14,Push,15,145,6252.75,8.3
42029,238,2026-09-17,Pull,9,93,4478.0,8.06
42030,238,2026-09-20,Legs,9,79,5703.25,8.56
42031,238,2026-09-21,Push,9,87,4328.5,8.39
42032,238,2026-09-24,Pull,3,30,1549.0,8.5
42033,238,2026-09-27,Legs,8,46,3521.75,9.12
42034,238,2026-09-28,Push,9,84,4060.5,8.61
42035,238,2026-10-02,Pull,7,73,3576.5,8.36
42036,238,2026-10-04,Legs,15,73,6200.75,8.9
42037,238,2026-10-06,Push,18,172,7747.5,8.39
42038,238,2026-10-07,Pull,8,78,3927.25,8.69
42039,238,2026-10-11,Legs,10,71,5189.25,9.15
42040,238,2026-10-12,Push,11,105,5458.25,8.68
42041,238,2026-10-15,Pull,9,110,5074.75,8.33
42042,238,2026-10-18,Legs,8,90,6269.75,8.06
42043,238,2026-10-19,Push,8,77,3714.0,8.38
42044,238,2026-10-22,Pull,6,68,2586.75,8.17
42045,238,2026-10-25,Legs,13,103,7315.5,8.5
42046,238,2026-10-26,Push,9,77,3919.5,8.78
42047,238,2026-10-28,Pull,6,73,3515.5,8.17
42048,238,2026-11-01,Legs,6,40,2951.75,8.75
42049,238,2026-11-05,Push,7,66,3491.0,8.29
42050,238,2026-11-08,Pull,4,35,1846.75,8.62
42051,238,2026-11-09,Legs,7,51,3320.75,9.17
42052,238,2026-11-12,Push,7,59,2914.75,8.93
42053,238,2026-11-15,Pull,7,74,3365.5,7.92
42054,238,2026-11-19,Legs,11,79,6331.75,8.75
42055,238,2026-11-21,Push,8,87,4316.5,8.12
42056,238,2026-11-23,Pull,4,25,1337.75,9.25
42057,238,2026-11-26,Legs,4,28,2230.5,8.0
42058,238,2026-11-29,Push,11,123,6505.25,8.45
42059,238,2026-12-03,Pull,4,43,2289.5,8.75
42060,238,2026-12-06,Legs,13,113,8168.25,8.58
42061,238,2026-12-07,Push,16,143,6822.25,8.32
42062,238,2026-12-10,Pull,10,98,4936.75,8.4
42063,238,2026-12-14,Legs,7,46,4086.0,8.71
42064,238,2026-12-17,Push,15,163,8173.75,8.53
42065,238,2026-12-21,Pull,10,76,4323.0,8.9
42067,238,2026-12-28,Push,15,138,7236.0,8.36
42068,238,2026-12-31,Pull,6,76,3662.0,8.25
42069,238,2027-01-03,Legs,6,37,2642.25,8.83
42070,238,2027-01-04,Push,11,87,4588.5,8.55
42071,238,2027-01-06,Pull,5,52,2783.5,8.6
42072,238,2027-01-10,Legs,6,38,2637.75,8.5
42073,238,2027-01-11,Push,7,54,2944.75,9.14
42074,238,2027-01-14,Pull,5,40,2088.25,8.4
42075,238,2027-01-18,Legs,7,50,3798.75,8.67
42076,238,2027-01-21,Push,7,68,3758.0,8.5
42077,238,2027-01-24,Pull,8,84,4327.5,7.86
42078,238,2027-01-26,Legs,11,84,5490.5,8.5
42079,238,2027-01-27,Push,10,74,3797.0,8.55
42080,238,2027-01-30,Pull,10,128,6078.25,7.95
42081,238,2027-02-02,Legs,4,35,2517.25,8.38
42082,238,2027-02-04,Push,6,58,2456.0,8.2
42083,238,2027-02-07,Pull,4,40,2162.75,8.5
42084,238,2027-02-08,Legs,5,41,2535.0,8.6
42085,238,2027-02-11,Push,8,80,4181.75,8.44
42086,238,2027-02-14,Pull,13,122,6649.25,8.85
42087,238,2027-02-15,Legs,7,45,3450.0,8.64
42088,238,2027-02-19,Push,8,81,4437.25,8.06
42089,238,2027-02-20,Pull,5,58,2949.0,8.2
42090,238,2027-02-22,Legs,7,64,4244.0,8.25
42091,238,2027-02-25,Push,10,92,4791.25,8.25
42092,238,2027-02-28,Pull,8,109,5843.25,8.07
42093,238,2027-03-04,Legs,10,86,6486.25,8.7
42094,238,2027-03-07,Push,9,102,4601.0,7.94
42095,238,2027-03-08,Pull,6,65,3307.25,8.58
42096,238,2027-03-11,Legs,14,100,6682.5,8.57
42097,238,2027-03-14,Push,8,78,3905.75,8.57
42098,238,2027-03-15,Pull,7,61,3443.0,8.57
42099,238,2027-03-17,Legs,9,64,5168.5,8.44
42100,238,2027-03-20,Push,7,57,3390.0,8.79
42101,238,2027-03-22,Pull,5,45,2419.0,8.0
42102,238,2027-03-25,Legs,6,35,2624.0,8.1
42103,238,2027-03-28,Push,10,80,4476.5,8.6
42104,238,2027-03-29,Pull,6,61,3227.5,8.25
42105,238,2027-04-01,Legs,6,33,2853.0,8.92
42106,238,2027-04-05,Push,9,83,4500.25,8.33
42107,238,2027-04-08,Pull,10,103,5620.5,8.25
42108,238,2027-04-12,Legs,13,92,7138.5,8.46
42109,238,2027-04-15,Push,9,91,4379.0,8.44
42111,238,2027-04-19,Legs,7,43,3744.0,8.86
42112,238,2027-04-22,Push,7,56,3252.5,8.57
42113,238,2027-04-25,Pull,6,74,3744.75,8.08
42114,238,2027-04-26,Legs,7,59,3978.25,8.57
42115,238,2027-04-29,Push,16,157,7730.75,8.31
42116,238,2027-05-02,Pull,5,57,3171.5,8.5
42117,238,2027-05-03,Legs,7,62,5085.0,8.17
42118,238,2027-05-07,Push,8,79,4325.0,8.06
42119,238,2027-05-08,Pull,5,50,2810.0,8.6
42120,238,2027-05-11,Legs,9,57,4471.0,8.94
42121,238,2027-05-13,Push,6,62,3613.5,7.92
42122,238,2027-05-16,Pull,9,94,5008.25,8.56
42123,238,2027-05-17,Legs,14,89,5910.5,8.43
42124,238,2027-05-20,Push,7,61,3246.75,8.5
42125,238,2027-05-23,Pull,7,68,3857.5,8.29
42126,238,2027-05-28,Legs,10,70,5562.25,8.5
42127,238,2027-05-30,Push,8,81,4117.75,8.38
42128,238,2027-06-01,Pull,10,97,5241.75,8.55
42129,238,2027-06-04,Legs,10,87,5402.25,8.3
42130,238,2027-06-06,Push,13,105,5262.25,8.85
42131,238,2027-06-07,Pull,5,56,3002.25,8.6
42132,238,2027-06-10,Legs,7,52,3845.25,8.64
42133,238,2027-06-13,Push,6,52,2809.5,8.67
42135,238,2027-06-17,Legs,6,42,3172.75,8.75
42136,238,2027-06-19,Push,7,59,2801.25,8.64
42137,238,2027-06-21,Pull,5,59,3208.25,7.9
42138,238,2027-06-24,Legs,7,70,5179.75,8.14
42139,238,2027-06-27,Push,8,86,4741.75,7.94
42141,238,2027-07-01,Legs,7,58,3815.0,8.86
42142,238,2027-07-05,Push,14,158,8118.25,8.14
42143,238,2027-07-08,Pull,10,91,5250.0,8.5
42144,238,2027-07-11,Legs,13,93,8008.75,8.67
42146,238,2027-07-15,Pull,4,44,2479.75,8.5
42147,238,2027-07-18,Legs,7,32,3106.5,8.86
42148,238,2027-07-19,Push,10,92,4752.0,8.65
42149,238,2027-07-22,Pull,13,121,5966.5,8.23
42150,238,2027-07-24,Legs,12,75,5856.0,8.96
42151,238,2027-07-26,Push,8,77,4442.75,8.62
42153,238,2027-08-01,Legs,9,74,5928.5,8.62
42154,238,2027-08-02,Push,8,86,3979.25,8.56
42155,238,2027-08-04,Pull,5,60,3343.75,8.5
42156,238,2027-08-08,Legs,8,60,5057.0,8.25
42157,238,2027-08-11,Push,9,83,4906.25,8.44
42158,238,2027-08-15,Pull,6,67,3605.25,8.17
42159,238,2027-08-19,Legs,8,58,4835.25,8.56
